Name,Team,Age,Position,Apps,Minutes,Total Assists,Key passes per game,Passes per game,Pass success percentage,Crosses per game,Long balls per game,Through balls per game,Rating
Neymar,Barcelona,27,"AM(CLR),FW",30,2652,11,3,50.7,76.5,2.2,2.2,0.3,8.52
Lionel Messi,Barcelona,32,"AM(CR),FW",32(2),2833,9,2.3,48.4,80.2,0.3,2.7,0.6,8.47
Lucas Pérez,Deportivo La Coruna,30,"AM(CR),FW",1,90,1,3,25,84,3,2,-,8.08
Davy Roef,Deportivo La Coruna,25,GK,1,90,-,-,22,72.7,-,5,-,7.98
Luis Suárez,Barcelona,32,"AM(CLR),FW",34(1),2865,13,1.8,24.9,74.8,0.2,0.9,0.1,7.80
Toni Kroos,Real Madrid,29,M(C),28(1),2501,12,2.8,71.4,92.2,1.6,8.1,0.1,7.67
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",29,2544,6,1.1,26.6,80,0.3,0.4,-,7.61
Filipe Luís,Atletico Madrid,33,D(L),34,3009,6,1,52.1,82.7,0.8,2.4,-,7.55
Cote,Villarreal,29,D(L),7,630,1,1.1,50.4,82.4,1,3.3,-,7.54
Gareth Bale,Real Madrid,29,"M(CLR),FW",17(2),1425,2,1.2,29.4,78.9,0.5,1.3,-,7.49
Danilo,Real Madrid,27,D(LR),17,1488,2,1.1,45.3,86.4,0.4,2.1,0.1,7.41
Borja Viguera,Athletic Bilbao,32,"AM(L),FW",0(1),26,-,2,14,64.3,1,-,-,7.39
Antoine Griezmann,Atletico Madrid,28,"AM(CLR),FW",36,3067,8,1.6,35.6,78.3,0.1,1.2,0.1,7.37
Aleix Vidal,Barcelona,29,"D(R),M(LR)",5(1),472,2,0.8,52,82.4,0.3,2.5,-,7.34
Asier Illarramendi,Real Sociedad,29,M(C),33(1),3004,2,0.9,69,84.1,0.4,5.3,0.1,7.32
Dani Ceballos,Real Betis,22,M(CL),24(6),2336,2,1.3,46.3,80.8,0.3,3.9,0.1,7.32
Saúl Ñíguez,Atletico Madrid,24,"D(CL),M(CLR)",29(4),2544,3,0.8,36.3,77.4,0.1,1.2,0.1,7.31
James Rodríguez,Real Madrid,27,AM(CLR),13(9),1180,6,2,37.9,89.1,1.1,2.1,-,7.27
Ignacio Camacho,Malaga,29,"D(C),M(C)",35,3146,2,0.4,53.7,75.6,0.1,2.6,-,7.26
Bruno Soriano,Villarreal,35,M(C),33(1),2984,2,0.7,63.1,90.5,0.1,3,0.1,7.25
Isco,Real Madrid,27,"AM(CLR),FW",18(12),1638,8,1.2,40.4,89.4,0.3,1.7,0.3,7.24
Gerard Moreno,Espanyol,27,"AM(C),FW",37,3280,4,0.9,28.8,71.4,0.1,1.8,0.1,7.24
Diego Godín,Atletico Madrid,33,D(C),30(1),2706,1,0.2,40.2,79.5,-,4.4,-,7.23
Luka Modric,Real Madrid,33,M(C),22(3),1892,2,1.3,54.6,89.1,0.4,3.6,-,7.23
Daniel Carvajal,Real Madrid,27,D(R),21(2),2015,4,1.5,52.5,86.9,0.8,2.8,-,7.22
Pepe,Real Madrid,36,D(C),13,1081,1,0.4,51.3,85.3,0.1,3.8,0.1,7.22
Yeray Álvarez,Athletic Bilbao,24,D(C),25(1),2270,-,0.3,49.8,77.1,0.2,4.9,-,7.22
Sergio Escudero,Sevilla,29,"D(L),M(L)",25(1),2282,3,0.9,47.6,82.2,0.5,1.8,-,7.21
Carlos Martínez,Real Sociedad,33,D(R),10,870,2,0.7,38.4,75.8,0.9,2.5,-,7.20
Gerard Piqué,Barcelona,32,D(C),25,2193,-,0.1,69.5,90.2,-,6.4,-,7.20
Ivan Rakitic,Barcelona,31,M(C),26(6),2345,5,0.8,48.5,85.8,0.6,2.7,-,7.18
Jonathan Viera,Las Palmas,29,"AM(CLR),FW",30(1),2589,7,2.7,64.1,85.1,0.5,2.6,0.4,7.18
Marcelo,Real Madrid,31,D(L),26(4),2277,10,1.5,47.9,81.6,1.4,3.3,0.1,7.17
José Giménez,Atletico Madrid,24,D(CR),12(5),1013,-,0.3,27.1,73.7,0.1,2.1,-,7.17
Álvaro Morata,Real Madrid,26,"AM(L),FW",14(12),1334,4,0.7,13.8,78.8,0.2,0.3,-,7.17
Casemiro,Real Madrid,27,DMC,20(5),1709,-,0.4,42.4,85.6,-,3.9,-,7.16
Marcos Llorente,Deportivo Alaves,24,DMC,31(1),2806,2,0.6,54.7,87,0.1,6.1,-,7.16
Raúl García,Athletic Bilbao,32,"M(CLR),FW",34(2),2884,4,0.9,28.8,60.9,0.3,0.9,0.1,7.16
Koke,Atletico Madrid,27,M(CLR),36,3171,8,2,70,84,1.1,4,0.1,7.16
Daniel Parejo,Valencia,30,M(C),36,3195,7,1.8,61.2,86.5,1.3,3.8,0.1,7.16
Deyverson,Deportivo Alaves,28,FW,29(3),2583,1,0.8,25,54.9,0.1,0.9,-,7.16
Fabián Orellana,Celta Vigo,33,AM(CLR),6(1),522,2,1.9,33,76.6,1,3,0.1,7.16
Arda Turan,Barcelona,32,AM(CLR),14(4),1244,3,1.5,39.3,87.1,0.3,1.2,0.1,7.15
Rafinha,Barcelona,26,M(CR),14(4),1078,2,0.8,29.3,92.6,0.1,0.9,0.1,7.15
Gabi,Atletico Madrid,35,M(C),33(1),2897,-,0.7,59.9,81.7,0.6,3.9,-,7.14
Aritz Aduriz,Athletic Bilbao,38,FW,27(5),2431,1,0.7,17.7,62.5,0.1,0.3,-,7.14
Steven Nzonzi,Sevilla,30,M(C),34(1),3067,3,0.6,79.8,89.9,0.1,4.5,0.1,7.13
Pedro León,Eibar,32,M(LR),34(3),3010,5,2.3,24.8,68.1,2.2,1.6,0.1,7.13
David López,Espanyol,29,"D(C),DMC",36,3240,2,0.4,47.8,79.2,-,4.1,-,7.12
Mateo Kovacic,Real Madrid,25,M(CL),19(8),1689,3,0.6,38.3,91.3,-,1.3,0.3,7.12
Iago Aspas,Celta Vigo,31,"AM(CR),FW",25(7),2320,3,1.6,29.8,76.3,0.2,0.9,0.1,7.11
Mario Gaspar,Villarreal,28,"D(CR),M(R)",36,3240,3,0.6,41.8,77.3,0.5,2.1,-,7.10
Sergio Ramos,Real Madrid,33,D(CR),28,2489,-,0.2,61.1,89.6,-,5.5,-,7.10
Vitolo,Sevilla,29,M(CLR),25(5),2336,6,1.5,39.7,83.9,0.2,1.4,-,7.08
Carlos Vela,Real Sociedad,30,"M(CLR),FW",31(4),2562,2,1.9,29.3,79.6,1.7,1.4,-,7.07
Yuri,Real Sociedad,29,"D(L),M(L)",35,3090,2,0.7,47.9,81.8,0.9,1.9,-,7.07
Karim Benzema,Real Madrid,31,FW,23(6),1914,5,1.3,22.1,80.8,0.1,0.7,-,7.06
Nani,Valencia,32,"M(CLR),FW",22(3),1871,7,1.6,25.4,76.9,0.6,0.8,0.2,7.06
Pablo Piatti,Espanyol,30,M(LR),30,2351,10,1.4,24.1,76.8,1.1,0.5,-,7.06
Sandro Ramírez,Malaga,23,"AM(LR),FW",28(2),2316,3,1.1,20.8,79,0.4,0.9,0.1,7.05
Iván Ramis,Eibar,34,D(C),20(2),1722,-,-,36.8,81.3,0.1,5.8,-,7.05
Lucas Hernández,Atletico Madrid,23,D(CL),13(2),1253,-,-,33.3,79,0.2,1.3,-,7.04
Franco Vázquez,Sevilla,30,"AM(CR),FW",26(4),2092,3,1,30.6,77.5,0.5,1.5,0.2,7.03
Enzo Pérez,Valencia,33,M(CR),26(1),2196,1,0.4,46,87.8,-,2.6,0.1,7.03
Manu Trigueros,Villarreal,27,M(C),35(2),3043,1,1.2,51,86.4,0.5,4.1,0.1,7.03
Raphael Varane,Real Madrid,26,D(C),23,1928,2,0.3,48.3,87.8,-,3.7,-,7.03
Jaume Costa,Villarreal,31,"D(L),M(L)",30(1),2681,3,0.7,42.8,80.1,0.5,1.6,0.1,7.02
Stefan Savic,Atletico Madrid,28,D(C),30(2),2727,1,0.1,30.4,78.2,-,3.6,-,7.02
Sergio Busquets,Barcelona,30,DMC,33,2693,3,0.4,66.5,89.9,-,4.2,-,7.02
Florian Lejeune,Eibar,28,D(C),33(1),2971,1,0.2,41.6,74.8,-,5.1,-,7.01
Nacho,Real Madrid,29,D(CLR),24(4),2302,3,0.3,43.7,91.7,0.1,1.6,-,7.01
Víctor Sánchez,Espanyol,31,"D(LR),M(CL)",25(1),2281,1,0.7,43.8,74.2,0.7,3.7,-,7.01
Sergi Roberto,Barcelona,27,"D(R),M(CR)",26(6),2383,6,1.1,49.1,88,0.4,1.8,-,7.01
David Soria,Sevilla,26,GK,1,90,-,-,19,84.2,-,4,-,7.01
Yannick Carrasco,Atletico Madrid,25,"M(LR),FW",27(8),2270,4,1,23.6,83,0.3,0.5,0.1,7.01
Diego Rico,Leganes,26,D(L),25,2222,-,0.6,35.9,74.2,0.5,1.3,-,7.01
Theo Hernández,Deportivo Alaves,21,D(L),30(2),2727,3,0.7,29.5,80.6,0.8,1,-,7.00
Dimitrios Siovas,Leganes,30,D(C),16,1393,-,0.2,33,75.4,-,2.8,-,7.00
Antonio Luna,Eibar,28,"D(L),M(L)",24(2),2117,5,0.9,37.7,71.4,0.9,2.3,-,6.99
Jhon Mondragón,Osasuna,24,Defender,4(1),429,-,-,20,72,-,2,-,6.99
Samuel Umtiti,Barcelona,25,D(CL),24(1),2133,-,-,68.3,92.9,-,5,-,6.98
Celso Borges,Deportivo La Coruna,31,M(C),30(4),2723,-,0.6,43.6,83.1,-,1.6,0.1,6.98
Roberto Soriano,Villarreal,28,AM(CL),31(2),2471,5,0.8,30.5,79.9,0.1,0.7,0.1,6.98
Marc Navarro,Espanyol,23,D(R),10(2),789,1,0.4,24,75.7,0.4,1.5,-,6.98
Iker Muniain,Athletic Bilbao,26,AM(CLR),28(7),2412,2,1.1,30.1,81.7,0.2,1.2,0.1,6.98
Beñat Etxebarria,Athletic Bilbao,32,M(C),28(4),2412,5,2.3,46.9,83.7,1.9,4.4,0.1,6.97
Roberto Rosales,Malaga,30,"D(R),M(R)",32,2861,2,1.2,40.7,77.6,0.8,2.3,-,6.97
Aymeric Laporte,Athletic Bilbao,25,D(CL),33,2866,-,0.2,48.4,84.1,0.1,6.1,-,6.97
Martín Montoya,Valencia,28,D(LR),26(3),2223,1,0.4,36,81.7,0.4,1.1,-,6.96
Anaitz Arbilla,Eibar,32,D(CLR),17(5),1573,2,0.5,34.8,70.7,0.5,3.7,-,6.96
Luis Hernández,Malaga,30,D(CR),19,1679,1,0.5,46.3,84.6,-,3.7,-,6.96
José Gayá,Valencia,24,D(L),24(3),2090,2,0.9,28.5,77.9,0.7,1.2,-,6.96
Marlon Santos,Barcelona,23,D(C),2,180,-,-,89,95.5,-,7.5,-,6.96
Dani Castellano,Las Palmas,31,D(L),25(2),2110,1,0.4,38,88.9,0.4,1.4,-,6.95
Sime Vrsaljko,Atletico Madrid,27,"D(LR),M(R)",11(3),924,-,0.4,22.6,68.5,0.3,1.2,-,6.95
David Zurutuza,Real Sociedad,32,M(CL),29(2),2505,1,0.5,46,83.9,-,1.5,-,6.94
Xabi Prieto,Real Sociedad,35,M(CLR),32(6),2822,6,1.3,39.4,82.1,0.5,1.2,0.1,6.94
Andrés Iniesta,Barcelona,35,M(CL),13(10),1332,3,1.1,49.3,88.9,0.2,3.5,0.2,6.93
Gabriel Pires,Leganes,25,"M(C),FW",33(1),2753,2,1,35.5,67.1,0.2,1.4,-,6.93
Roberto Soldado,Villarreal,34,FW,12,748,3,1.2,20,72.1,0.2,0.6,0.2,6.93
Pablo Sarabia,Sevilla,27,"D(L),M(CLR)",22(12),2134,8,1.4,28.7,79.1,1.1,1,0.1,6.93
Pervis Estupiñán,Granada,21,Defender,2,180,-,1,45.5,81.3,-,1,-,6.93
Carles Planas,Celta Vigo,28,"D(L),M(L)",11(1),948,-,1,50,78.3,0.7,3.3,-,6.93
Eneko Bóveda,Athletic Bilbao,30,D(CR),18(1),1559,-,0.1,42.2,77.4,0.1,2.7,-,6.92
Douglas,Sporting Gijon,28,"D(R),M(R)",20(1),1719,-,1,34.9,74.3,0.9,1.1,-,6.92
Manu García,Deportivo Alaves,33,DMC,25(2),2015,1,0.3,30.7,80.7,-,1.9,-,6.92
Willian José,Real Sociedad,27,FW,27(1),2078,4,0.7,24.4,72.7,0.1,1.8,0.1,6.92
Samir Nasri,Sevilla,32,M(CLR),22(1),1845,3,1.6,65,89.5,0.7,2,0.1,6.92
Lucas Digne,Barcelona,25,D(L),14(3),1175,-,0.6,49.6,87.3,0.2,1.3,-,6.92
Leo Baptistão,Espanyol,26,"AM(CLR),FW",16(5),1429,4,0.7,17,70.9,0.2,0.4,-,6.91
Miguel Ángel Moyá,Atletico Madrid,35,GK,8(1),770,-,-,20.9,53.2,-,7.2,-,6.91
Rubén Blanco,Celta Vigo,23,GK,11,990,-,-,26.9,48.3,-,5.3,-,6.91
Zouhair Feddal,Deportivo Alaves,29,D(C),27,2246,1,0.3,34.7,76.1,0.1,4.1,-,6.91
Jordi Alba,Barcelona,30,D(L),21(5),1966,6,0.9,56.8,88.8,0.2,1.8,-,6.91
Mariano,Sevilla,33,"D(R),M(R)",29(2),2643,2,1.2,41.8,81.1,1,2.4,-,6.90
João Cancelo,Valencia,25,"D(LR),M(R)",27(8),2426,4,0.6,28.3,73.1,0.6,1.5,-,6.90
Samu Castillejo,Villarreal,24,AM(CLR),24(9),2050,3,1.1,23,78.8,0.7,0.4,-,6.90
Juanfran,Atletico Madrid,34,D(R),21(2),1979,2,0.7,37.5,78,0.4,1.3,-,6.90
Andrés Fernández,Villarreal,32,GK,14(1),1315,-,-,23,49.9,-,6.6,-,6.90
Juanfran,Deportivo La Coruna,30,"D(R),M(R)",34,2962,6,1.4,36.9,74.3,1.4,2,0.1,6.90
Raúl Navas,Real Sociedad,31,D(C),31(1),2799,1,0.3,50.6,83.8,-,4.8,-,6.90
Alex Berenguer,Osasuna,23,"D(LR),M(CL)",22(7),2119,6,0.9,20.1,65.8,0.8,1,0.1,6.89
Sergi Enrich,Eibar,29,FW,31(7),2829,7,0.9,23.8,70.5,0.2,0.4,-,6.89
David Juncà,Eibar,25,D(L),7(2),683,2,0.7,32.3,66.7,1.3,3.2,-,6.89
Sergio Asenjo,Villarreal,30,GK,24,2105,-,-,24.8,36,-,5.2,-,6.89
Víctor Laguardia,Deportivo Alaves,29,D(C),24(2),2148,1,0.3,35,78,-,4.4,-,6.89
Diego Reyes,Espanyol,26,"D(C),DMC",32(2),2889,-,-,38.6,79.5,-,3.4,-,6.88
Aarón Martín,Espanyol,22,D(L),28(2),2587,-,0.7,34.8,77.2,0.8,1.5,-,6.88
Sergio Álvarez,Sporting Gijon,27,"D(C),M(C)",34(2),3007,1,0.6,39.5,79.1,0.1,2.1,-,6.88
Mehdi Carcela-González,Granada,29,"AM(LR),FW",20(2),1753,1,0.7,19,77.8,0.4,0.5,-,6.87
Augusto Fernández,Atletico Madrid,33,M(CR),2(1),143,-,-,36,90.7,-,2.3,-,6.87
Juankar,Malaga,29,"D(L),M(L)",23(5),2065,4,0.9,28.9,73.5,0.4,0.9,-,6.87
Fernando Pacheco,Deportivo Alaves,27,GK,36,3240,-,-,27.7,57,-,10.4,-,6.87
Gustavo Cabral,Celta Vigo,33,D(C),25,2179,1,0.1,46.7,84.3,-,3.9,0.1,6.87
Ander Capa,Eibar,27,"D(R),M(R)",29(2),2553,3,1,30.5,63.7,0.7,1.7,-,6.87
Mauricio Lemos,Las Palmas,23,D(C),21(2),1854,-,0.1,49.8,83.3,-,5.8,-,6.86
Víctor Ruiz,Villarreal,30,D(C),27(1),2367,1,0.2,47.1,84.3,-,3.1,-,6.86
Gorka Elustondo,Athletic Bilbao,32,"D(C),M(C)",1(1),104,-,1.5,35,78.6,0.5,2,-,6.86
Jaume Doménech,Valencia,28,GK,3,270,-,-,28.3,67.1,-,8.7,-,6.86
Emre Colak,Deportivo La Coruna,28,M(CLR),29(4),2477,6,2.2,36.9,82,1.7,2.2,0.1,6.86
Eliaquim Mangala,Valencia,28,D(C),30,2646,-,0.1,38.1,83.7,-,2.1,-,6.86
Íñigo Martínez,Real Sociedad,28,D(C),34,3000,2,0.4,54.9,83.6,0.2,5.6,0.1,6.86
Robert Ibáñez,Leganes,26,AM(R),1(4),168,1,0.4,9.2,87,-,0.2,-,6.86
Pedro Bigas,Las Palmas,29,D(CL),31(1),2652,1,0.2,58.3,86.8,-,4.6,-,6.86
Rodrigo Ely,Deportivo Alaves,25,D(C),8(2),789,-,0.2,33.4,79,-,4.3,0.1,6.85
Germán Pezzella,Real Betis,28,D(C),36,3103,-,0.2,37.9,74.8,-,2.8,-,6.85
Marc-André ter Stegen,Barcelona,27,GK,36,3240,-,-,33.3,81.2,-,6.3,-,6.85
Mikel Vesga,Sporting Gijon,26,DMC,16(1),1410,1,0.2,42.7,75.8,0.1,3.5,0.1,6.85
Diego Llorente,Malaga,25,"D(C),DMC",23(2),2029,-,0.1,33.6,78.6,-,2.3,-,6.85
Dani García,Eibar,29,DMC,36,3185,1,0.6,47.6,81.7,-,6.7,-,6.85
Marco Asensio,Real Madrid,23,AM(CLR),11(12),1077,2,1,24.1,89.2,0.3,0.5,-,6.84
Stevan Jovetic,Sevilla,29,"AM(C),FW",12(9),1206,4,1,20,72.1,0.1,0.5,-,6.84
Jesé,Las Palmas,26,"AM(LR),FW",13(3),1161,1,0.9,23.1,82.2,0.3,0.8,-,6.84
Carlos Carmona,Sporting Gijon,31,AM(R),21(4),1866,2,1,32,69.7,0.8,0.8,-,6.84
Pedro Mosquera,Deportivo La Coruna,31,M(C),17(6),1560,-,0.2,37.4,80.6,-,3.2,-,6.84
Bruno González,Real Betis,29,D(C),15(1),1331,-,0.2,33.2,79.1,-,3.4,-,6.84
Javier Mascherano,Barcelona,35,"D(C),M(C)",20(5),1917,3,0.6,67.4,91,0.1,7.2,0.1,6.83
Ezequiel Garay,Valencia,32,D(C),27,2341,-,0.1,44.8,80.1,0.1,3.9,-,6.83
Takashi Inui,Eibar,31,AM(CLR),26(2),2088,2,0.8,21.7,79.9,0.3,0.9,-,6.83
Lucas Vázquez,Real Madrid,27,M(R),12(21),1386,7,1.3,19,84,0.8,0.7,0.1,6.82
Sergio Rico,Sevilla,25,GK,35,3150,-,-,28.3,60.5,-,6.6,-,6.82
Pablo Hernández,Celta Vigo,32,M(C),20(6),1899,-,0.4,44.5,79.6,0.1,3.1,-,6.82
Fábio Coentrão,Real Madrid,31,"D(L),M(LR)",2(1),169,1,0.7,36.7,93.6,0.7,1,-,6.82
Rubén Pérez,Leganes,30,M(C),26(4),2335,1,0.6,43.4,73.9,0.2,4.5,-,6.82
Nico Pareja,Sevilla,35,D(C),27,2168,1,0.2,43.4,81.2,0.1,3.9,0.1,6.82
Víctor Díaz,Leganes,31,D(R),20(3),1811,1,0.5,32.9,68.3,0.4,1.6,-,6.82
Nicolás Gaitán,Atletico Madrid,31,M(CLR),11(12),1023,2,0.9,23.9,80.3,0.7,1,0.1,6.82
Kevin Gameiro,Atletico Madrid,32,FW,21(10),1716,5,0.7,12.1,72.3,0.1,0.1,0.1,6.82
Andreas Pereira,Granada,23,AM(CLR),34(1),2830,3,1.5,31.7,76.1,0.9,2.1,-,6.81
Petros,Real Betis,30,M(CLR),24(8),2143,2,0.7,33.8,88,-,1.8,0.1,6.81
Facundo Roncaglia,Celta Vigo,32,D(CLR),30(2),2716,-,0.2,43.3,81.9,0.1,2.9,-,6.81
Ibai Gómez,Deportivo Alaves,29,AM(LR),23(6),1828,2,1.2,21.6,77.7,1.1,1.2,-,6.81
Clément Lenglet,Sevilla,24,D(C),15(2),1359,-,0.1,51.6,82.5,0.1,4.3,-,6.80
José Manuel Jurado,Espanyol,33,M(CLR),27(4),2460,3,0.9,39.5,82.9,0.6,2.7,-,6.80
Vicente Iborra,Sevilla,31,M(C),12(19),1473,2,0.5,30.8,82.1,-,2,-,6.80
Adrián Ramos,Granada,33,FW,13(1),1131,1,1.1,22.6,69,0.1,0.8,-,6.80
Daniel Wass,Celta Vigo,30,"D(LR),M(CLR)",29(3),2394,4,1.5,35.8,75.5,1,1.9,0.1,6.80
Mikel San José,Athletic Bilbao,30,"D(C),DMC",30(5),2702,1,0.4,35.5,76.1,0.1,1.9,-,6.80
